number,f_0.5_score,datetime_start,datetime_complete,duration,colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,reg_alpha,reg_lambda,subsample,state
0,0.8857421206055395,2024-01-19 09:42:57.559410,2024-01-19 09:42:58.251984,0 days 00:00:00.692574,0.6944443865113371,0.0007916788648661041,0.0011165130781168814,8,0.008649729257269553,55,2.637459189412334,1.9912587192095534,0.9161429324269423,COMPLETE
1,0.8826952574013982,2024-01-19 09:42:58.252329,2024-01-19 09:42:59.404496,0 days 00:00:01.152167,0.7491208027621441,0.00010488943608740225,0.00046550379134787675,7,0.004083500726368663,64,2.5603876567395676,1.5610209368256878,0.8328220458507397,COMPLETE
